"","word","sentiment","lexicon","score"
"10715","rollicking","joy","nrc",NA
"10716","rollicking","positive","nrc",NA
"10717","romance","anticipation","nrc",NA
"10718","romance","fear","nrc",NA
"10719","romance","joy","nrc",NA
"10720","romance","positive","nrc",NA
"10721","romance","sadness","nrc",NA
"10722","romance","surprise","nrc",NA
"10723","romance","trust","nrc",NA
"10724","romantic","anticipation","nrc",NA
"10725","romantic","joy","nrc",NA
"10726","romantic","positive","nrc",NA
"10727","romantic","trust","nrc",NA
"10728","romanticism","joy","nrc",NA
"10729","romanticism","positive","nrc",NA
"10730","romp","joy","nrc",NA
"10731","romp","positive","nrc",NA
"10732","rook","anger","nrc",NA
"10733","rook","disgust","nrc",NA
"10734","rook","negative","nrc",NA
"10735","rooted","positive","nrc",NA
"10736","rooted","trust","nrc",NA
"10737","rosy","positive","nrc",NA
"10738","rot","disgust","nrc",NA
"10739","rot","fear","nrc",NA
"10740","rot","negative","nrc",NA
"10741","rot","sadness","nrc",NA
"10742","rota","positive","nrc",NA
"10743","rota","trust","nrc",NA
"10744","rotting","disgust","nrc",NA
"10745","rotting","negative","nrc",NA
"10746","roughness","negative","nrc",NA
"10747","roulette","anticipation","nrc",NA
"10748","rout","negative","nrc",NA
"10749","routine","positive","nrc",NA
"10750","routine","trust","nrc",NA
"10751","row","anger","nrc",NA
"10752","row","negative","nrc",NA
"10753","rowdy","negative","nrc",NA
"10754","royalty","positive","nrc",NA
"10755","rubbish","disgust","nrc",NA
"10756","rubbish","negative","nrc",NA
"10757","rubble","fear","nrc",NA
"10758","rubble","negative","nrc",NA
"10759","rubble","sadness","nrc",NA
"10760","rubric","positive","nrc",NA
"10761","rue","negative","nrc",NA
"10762","rue","sadness","nrc",NA
"10763","ruffle","negative","nrc",NA
"10764","rugged","negative","nrc",NA
"10765","ruin","fear","nrc",NA
"10766","ruin","negative","nrc",NA
"10767","ruin","sadness","nrc",NA
"10768","ruined","anger","nrc",NA
"10769","ruined","disgust","nrc",NA
"10770","ruined","fear","nrc",NA
"10771","ruined","negative","nrc",NA
"10772","ruined","sadness","nrc",NA
"10773","ruinous","anger","nrc",NA
"10774","ruinous","disgust","nrc",NA
"10775","ruinous","fear","nrc",NA
"10776","ruinous","negative","nrc",NA
"10777","ruinous","sadness","nrc",NA
"10778","rule","fear","nrc",NA
"10779","rule","trust","nrc",NA
"10780","rumor","negative","nrc",NA
"10781","rumor","sadness","nrc",NA
"10782","runaway","negative","nrc",NA
"10783","runaway","sadness","nrc",NA
"10784","rupture","fear","nrc",NA
"10785","rupture","negative","nrc",NA
"10786","rupture","sadness","nrc",NA
"10787","rupture","surprise","nrc",NA
"10788","ruse","negative","nrc",NA
"10789","rust","negative","nrc",NA
"10790","rusty","negative","nrc",NA
"10791","ruth","positive","nrc",NA
"10792","ruthless","anger","nrc",NA
"10793","ruthless","disgust","nrc",NA
"10794","ruthless","fear","nrc",NA
"10795","ruthless","negative","nrc",NA
"10796","saber","anger","nrc",NA
"10797","saber","fear","nrc",NA
"10798","saber","negative","nrc",NA
"10799","sabotage","anger","nrc",NA
"10800","sabotage","disgust","nrc",NA
"10801","sabotage","fear","nrc",NA
"10802","sabotage","negative","nrc",NA
"10803","sabotage","sadness","nrc",NA
"10804","sabotage","surprise","nrc",NA
"10805","sacrifices","disgust","nrc",NA
"10806","sacrifices","fear","nrc",NA
"10807","sacrifices","negative","nrc",NA
"10808","sacrifices","sadness","nrc",NA
"10809","sadly","negative","nrc",NA
"10810","sadly","sadness","nrc",NA
"10811","sadness","negative","nrc",NA
"10812","sadness","sadness","nrc",NA
"10813","sadness","trust","nrc",NA
"10814","safe","joy","nrc",NA
"10815","safe","positive","nrc",NA
"10816","safe","trust","nrc",NA
"10817","safeguard","positive","nrc",NA
"10818","safeguard","trust","nrc",NA
"10819","safekeeping","trust","nrc",NA
"10820","sag","fear","nrc",NA
"10821","sag","negative","nrc",NA
"10822","sage","positive","nrc",NA
"10823","sage","trust","nrc",NA
"10824","saint","anticipation","nrc",NA
"10825","saint","joy","nrc",NA
"10826","saint","positive","nrc",NA
"10827","saint","surprise","nrc",NA
"10828","saint","trust","nrc",NA
"10829","saintly","anticipation","nrc",NA
"10830","saintly","joy","nrc",NA
"10831","saintly","positive","nrc",NA
"10832","saintly","surprise","nrc",NA
"10833","saintly","trust","nrc",NA
"10834","salary","anticipation","nrc",NA
"10835","salary","joy","nrc",NA
"10836","salary","positive","nrc",NA
"10837","salary","trust","nrc",NA
"10838","salient","positive","nrc",NA
"10839","saliva","anticipation","nrc",NA
"10840","sally","surprise","nrc",NA
"10841","saloon","anger","nrc",NA
"10842","salutary","joy","nrc",NA
"10843","salutary","positive","nrc",NA
"10844","salutary","trust","nrc",NA
"10845","salute","joy","nrc",NA
"10846","salute","positive","nrc",NA
"10847","salvation","anticipation","nrc",NA
"10848","salvation","joy","nrc",NA
"10849","salvation","positive","nrc",NA
"10850","salvation","trust","nrc",NA
"10851","salve","positive","nrc",NA
"10852","samurai","fear","nrc",NA
"10853","samurai","positive","nrc",NA
"10854","sanctification","joy","nrc",NA
"10855","sanctification","positive","nrc",NA
"10856","sanctification","trust","nrc",NA
"10857","sanctify","anticipation","nrc",NA
"10858","sanctify","joy","nrc",NA
"10859","sanctify","positive","nrc",NA
"10860","sanctify","sadness","nrc",NA
"10861","sanctify","surprise","nrc",NA
"10862","sanctify","trust","nrc",NA
"10863","sanctuary","anticipation","nrc",NA
"10864","sanctuary","joy","nrc",NA
"10865","sanctuary","positive","nrc",NA
"10866","sanctuary","trust","nrc",NA
"10867","sanguine","positive","nrc",NA
"10868","sanitary","positive","nrc",NA
"10869","sap","negative","nrc",NA
"10870","sap","sadness","nrc",NA
"10871","sappy","trust","nrc",NA
"10872","sarcasm","anger","nrc",NA
"10873","sarcasm","disgust","nrc",NA
"10874","sarcasm","negative","nrc",NA
"10875","sarcasm","sadness","nrc",NA
"10876","sarcoma","fear","nrc",NA
"10877","sarcoma","negative","nrc",NA
"10878","sarcoma","sadness","nrc",NA
"10879","sardonic","negative","nrc",NA
"10880","satanic","anger","nrc",NA
"10881","satanic","negative","nrc",NA
"10882","satin","positive","nrc",NA
"10883","satisfactorily","positive","nrc",NA
"10884","satisfied","joy","nrc",NA
"10885","satisfied","positive","nrc",NA
"10886","saturated","disgust","nrc",NA
"10887","saturated","negative","nrc",NA
"10888","savage","anger","nrc",NA
"10889","savage","fear","nrc",NA
"10890","savage","negative","nrc",NA
"10891","savagery","anger","nrc",NA
"10892","savagery","fear","nrc",NA
"10893","savagery","negative","nrc",NA
"10894","save","joy","nrc",NA
"10895","save","positive","nrc",NA
"10896","save","trust","nrc",NA
"10897","savings","positive","nrc",NA
"10898","savor","anticipation","nrc",NA
"10899","savor","disgust","nrc",NA
"10900","savor","joy","nrc",NA
"10901","savor","positive","nrc",NA
"10902","savor","sadness","nrc",NA
"10903","savor","trust","nrc",NA
"10904","savory","positive","nrc",NA
"10905","savvy","positive","nrc",NA
"10906","scab","negative","nrc",NA
"10907","scaffold","fear","nrc",NA
"10908","scaffold","negative","nrc",NA
"10909","scalpel","fear","nrc",NA
"10910","scalpel","negative","nrc",NA
"10911","scaly","negative","nrc",NA
"10912","scandal","fear","nrc",NA
"10913","scandal","negative","nrc",NA
"10914","scandalous","anger","nrc",NA
"10915","scandalous","negative","nrc",NA
"10916","scanty","negative","nrc",NA
"10917","scapegoat","anger","nrc",NA
"10918","scapegoat","fear","nrc",NA
"10919","scapegoat","negative","nrc",NA
"10920","scar","anger","nrc",NA
"10921","scar","disgust","nrc",NA
"10922","scar","fear","nrc",NA
"10923","scar","negative","nrc",NA
"10924","scar","sadness","nrc",NA
"10925","scarce","fear","nrc",NA
"10926","scarce","negative","nrc",NA
"10927","scarce","sadness","nrc",NA
"10928","scarcely","negative","nrc",NA
"10929","scarcely","sadness","nrc",NA
"10930","scarcity","anger","nrc",NA
"10931","scarcity","fear","nrc",NA
"10932","scarcity","negative","nrc",NA
"10933","scarcity","sadness","nrc",NA
"10934","scare","anger","nrc",NA
"10935","scare","anticipation","nrc",NA
"10936","scare","fear","nrc",NA
"10937","scare","negative","nrc",NA
"10938","scare","surprise","nrc",NA
"10939","scarecrow","fear","nrc",NA
"10940","scarecrow","negative","nrc",NA
"10941","scarecrow","positive","nrc",NA
"10942","scavenger","negative","nrc",NA
"10943","sceptical","trust","nrc",NA
"10944","scheme","negative","nrc",NA
"10945","schism","anger","nrc",NA
"10946","schism","negative","nrc",NA
"10947","schizophrenia","anger","nrc",NA
"10948","schizophrenia","disgust","nrc",NA
"10949","schizophrenia","fear","nrc",NA
"10950","schizophrenia","negative","nrc",NA
"10951","schizophrenia","sadness","nrc",NA
"10952","scholar","positive","nrc",NA
"10953","scholarship","joy","nrc",NA
"10954","scholarship","positive","nrc",NA
"10955","school","trust","nrc",NA
"10956","sciatica","negative","nrc",NA
"10957","scientific","positive","nrc",NA
"10958","scientific","trust","nrc",NA
"10959","scientist","anticipation","nrc",NA
"10960","scientist","positive","nrc",NA
"10961","scientist","trust","nrc",NA
"10962","scintilla","positive","nrc",NA
"10963","scoff","anger","nrc",NA
"10964","scoff","disgust","nrc",NA
"10965","scoff","negative","nrc",NA
"10966","scold","anger","nrc",NA
"10967","scold","disgust","nrc",NA
"10968","scold","fear","nrc",NA
"10969","scold","negative","nrc",NA
"10970","scold","sadness","nrc",NA
"10971","scolding","anger","nrc",NA
"10972","scolding","negative","nrc",NA
"10973","scorching","anger","nrc",NA
"10974","scorching","negative","nrc",NA
"10975","score","anticipation","nrc",NA
"10976","score","joy","nrc",NA
"10977","score","positive","nrc",NA
"10978","score","surprise","nrc",NA
"10979","scorn","anger","nrc",NA
"10980","scorn","negative","nrc",NA
"10981","scorpion","anger","nrc",NA
"10982","scorpion","disgust","nrc",NA
"10983","scorpion","fear","nrc",NA
"10984","scorpion","negative","nrc",NA
"10985","scorpion","surprise","nrc",NA
"10986","scotch","negative","nrc",NA
"10987","scoundrel","anger","nrc",NA
"10988","scoundrel","disgust","nrc",NA
"10989","scoundrel","fear","nrc",NA
"10990","scoundrel","negative","nrc",NA
"10991","scoundrel","trust","nrc",NA
"10992","scourge","anger","nrc",NA
"10993","scourge","fear","nrc",NA
"10994","scourge","negative","nrc",NA
"10995","scourge","sadness","nrc",NA
"10996","scrambling","negative","nrc",NA
"10997","scrapie","anger","nrc",NA
"10998","scrapie","fear","nrc",NA
"10999","scrapie","negative","nrc",NA
"11000","scrapie","sadness","nrc",NA
"11001","scream","anger","nrc",NA
"11002","scream","disgust","nrc",NA
"11003","scream","fear","nrc",NA
"11004","scream","negative","nrc",NA
"11005","scream","surprise","nrc",NA
"11006","screaming","anger","nrc",NA
"11007","screaming","disgust","nrc",NA
"11008","screaming","fear","nrc",NA
"11009","screaming","negative","nrc",NA
"11010","screech","fear","nrc",NA
"11011","screech","negative","nrc",NA
"11012","screech","surprise","nrc",NA
"11013","screwed","anger","nrc",NA
"11014","screwed","negative","nrc",NA
"11015","scribe","positive","nrc",NA
"11016","scrimmage","negative","nrc",NA
"11017","scrimmage","surprise","nrc",NA
"11018","script","positive","nrc",NA
"11019","scripture","trust","nrc",NA
"11020","scrub","disgust","nrc",NA
"11021","scrub","negative","nrc",NA
"11022","scrumptious","positive","nrc",NA
"11023","scrutinize","anticipation","nrc",NA
"11024","scrutinize","negative","nrc",NA
"11025","scrutiny","negative","nrc",NA
"11026","sculpture","positive","nrc",NA
"11027","scum","disgust","nrc",NA
"11028","scum","negative","nrc",NA
"11029","sea","positive","nrc",NA
"11030","seal","positive","nrc",NA
"11031","seal","trust","nrc",NA
"11032","seals","trust","nrc",NA
"11033","sear","negative","nrc",NA
"11034","seasoned","positive","nrc",NA
"11035","secession","negative","nrc",NA
"11036","secluded","negative","nrc",NA
"11037","secluded","sadness","nrc",NA
"11038","seclusion","fear","nrc",NA
"11039","seclusion","negative","nrc",NA
"11040","seclusion","positive","nrc",NA
"11041","secondhand","negative","nrc",NA
"11042","secrecy","surprise","nrc",NA
"11043","secrecy","trust","nrc",NA
"11044","secret","trust","nrc",NA
"11045","secretariat","positive","nrc",NA
"11046","secrete","disgust","nrc",NA
"11047","secretion","disgust","nrc",NA
"11048","secretion","negative","nrc",NA
"11049","secretive","negative","nrc",NA
"11050","sectarian","anger","nrc",NA
"11051","sectarian","fear","nrc",NA
"11052","sectarian","negative","nrc",NA
"11053","secular","anticipation","nrc",NA
"11054","securities","trust","nrc",NA
"11055","sedition","anger","nrc",NA
"11056","sedition","negative","nrc",NA
"11057","sedition","sadness","nrc",NA
"11058","seduce","negative","nrc",NA
"11059","seduction","negative","nrc",NA
"11060","seductive","anticipation","nrc",NA
"11061","seek","anticipation","nrc",NA
"11062","segregate","anger","nrc",NA
"11063","segregate","disgust","nrc",NA
"11064","segregate","negative","nrc",NA
"11065","segregate","sadness","nrc",NA
"11066","segregated","negative","nrc",NA
"11067","seize","fear","nrc",NA
"11068","seize","negative","nrc",NA
"11069","seizure","fear","nrc",NA
"11070","selfish","anger","nrc",NA
"11071","selfish","disgust","nrc",NA
"11072","selfish","negative","nrc",NA
"11073","selfishness","negative","nrc",NA
"11074","senate","trust","nrc",NA
"11075","senile","fear","nrc",NA
"11076","senile","negative","nrc",NA
"11077","senile","sadness","nrc",NA
"11078","seniority","positive","nrc",NA
"11079","seniority","trust","nrc",NA
"11080","sensational","joy","nrc",NA
"11081","sensational","positive","nrc",NA
"11082","sense","positive","nrc",NA
"11083","senseless","anger","nrc",NA
"11084","senseless","disgust","nrc",NA
"11085","senseless","fear","nrc",NA
"11086","senseless","negative","nrc",NA
"11087","senseless","sadness","nrc",NA
"11088","senseless","surprise","nrc",NA
"11089","sensibility","positive","nrc",NA
"11090","sensibly","positive","nrc",NA
"11091","sensual","anticipation","nrc",NA
"11092","sensual","joy","nrc",NA
"11093","sensual","negative","nrc",NA
"11094","sensual","positive","nrc",NA
"11095","sensual","surprise","nrc",NA
"11096","sensual","trust","nrc",NA
"11097","sensuality","anticipation","nrc",NA
"11098","sensuality","joy","nrc",NA
"11099","sensuality","positive","nrc",NA
"11100","sensuous","joy","nrc",NA
"11101","sensuous","positive","nrc",NA
"11102","sentence","anger","nrc",NA
"11103","sentence","anticipation","nrc",NA
"11104","sentence","disgust","nrc",NA
"11105","sentence","fear","nrc",NA
"11106","sentence","negative","nrc",NA
"11107","sentence","sadness","nrc",NA
"11108","sentimental","positive","nrc",NA
"11109","sentimentality","positive","nrc",NA
"11110","sentinel","positive","nrc",NA
"11111","sentinel","trust","nrc",NA
"11112","sentry","trust","nrc",NA
"11113","separatist","anger","nrc",NA
"11114","separatist","disgust","nrc",NA
"11115","separatist","negative","nrc",NA
"11116","sepsis","fear","nrc",NA
"11117","sepsis","negative","nrc",NA
"11118","sepsis","sadness","nrc",NA
"11119","septic","disgust","nrc",NA
"11120","septic","negative","nrc",NA
"11121","sequel","anticipation","nrc",NA
"11122","sequestration","negative","nrc",NA
"11123","sequestration","sadness","nrc",NA
"11124","serene","negative","nrc",NA
"11125","serene","trust","nrc",NA
"11126","serenity","anticipation","nrc",NA
"11127","serenity","joy","nrc",NA
"11128","serenity","positive","nrc",NA
"11129","serenity","trust","nrc",NA
"11130","serial","anticipation","nrc",NA
"11131","series","trust","nrc",NA
"11132","seriousness","fear","nrc",NA
"11133","seriousness","sadness","nrc",NA
"11134","sermon","positive","nrc",NA
"11135","sermon","trust","nrc",NA
"11136","serpent","disgust","nrc",NA
"11137","serpent","fear","nrc",NA
"11138","serpent","negative","nrc",NA
"11139","serum","positive","nrc",NA
"11140","servant","negative","nrc",NA
"11141","servant","trust","nrc",NA
"11142","serve","negative","nrc",NA
"11143","serve","trust","nrc",NA
"11144","servile","disgust","nrc",NA
"11145","servile","fear","nrc",NA
"11146","servile","negative","nrc",NA
"11147","servile","sadness","nrc",NA
"11148","servitude","negative","nrc",NA
"11149","setback","negative","nrc",NA
"11150","setback","sadness","nrc",NA
"11151","settlor","fear","nrc",NA
"11152","settlor","positive","nrc",NA
"11153","sever","negative","nrc",NA
"11154","severance","sadness","nrc",NA
"11155","sewage","disgust","nrc",NA
"11156","sewage","negative","nrc",NA
"11157","sewer","disgust","nrc",NA
"11158","sewerage","disgust","nrc",NA
"11159","sewerage","negative","nrc",NA
"11160","sex","anticipation","nrc",NA
"11161","sex","joy","nrc",NA
"11162","sex","positive","nrc",NA
"11163","sex","trust","nrc",NA
"11164","shabby","disgust","nrc",NA
"11165","shabby","negative","nrc",NA
"11166","shack","disgust","nrc",NA
"11167","shack","negative","nrc",NA
"11168","shack","sadness","nrc",NA
"11169","shackle","anger","nrc",NA
"11170","shackle","anticipation","nrc",NA
"11171","shackle","disgust","nrc",NA
"11172","shackle","fear","nrc",NA
"11173","shackle","negative","nrc",NA
"11174","shackle","sadness","nrc",NA
"11175","shady","fear","nrc",NA
"11176","shady","negative","nrc",NA
"11177","shaking","fear","nrc",NA
"11178","shaking","negative","nrc",NA
"11179","shaky","anger","nrc",NA
"11180","shaky","anticipation","nrc",NA
"11181","shaky","fear","nrc",NA
"11182","shaky","negative","nrc",NA
"11183","sham","anger","nrc",NA
"11184","sham","disgust","nrc",NA
"11185","sham","negative","nrc",NA
"11186","shambles","negative","nrc",NA
"11187","shame","disgust","nrc",NA
"11188","shame","fear","nrc",NA
"11189","shame","negative","nrc",NA
"11190","shame","sadness","nrc",NA
"11191","shameful","negative","nrc",NA
"11192","shameful","sadness","nrc",NA
"11193","shameless","disgust","nrc",NA
"11194","shameless","negative","nrc",NA
"11195","shanghai","disgust","nrc",NA
"11196","shanghai","fear","nrc",NA
"11197","shanghai","negative","nrc",NA
"11198","shank","fear","nrc",NA
"11199","shape","positive","nrc",NA
"11200","shapely","positive","nrc",NA
"11201","share","anticipation","nrc",NA
"11202","share","joy","nrc",NA
"11203","share","positive","nrc",NA
"11204","share","trust","nrc",NA
"11205","shark","negative","nrc",NA
"11206","sharpen","anger","nrc",NA
"11207","sharpen","anticipation","nrc",NA
"11208","shatter","anger","nrc",NA
"11209","shatter","fear","nrc",NA
"11210","shatter","negative","nrc",NA
"11211","shatter","sadness","nrc",NA
"11212","shatter","surprise","nrc",NA
"11213","shattered","negative","nrc",NA
"11214","shattered","sadness","nrc",NA
"11215","shed","negative","nrc",NA
"11216","shell","anger","nrc",NA
"11217","shell","fear","nrc",NA
"11218","shell","negative","nrc",NA
"11219","shell","sadness","nrc",NA
"11220","shell","surprise","nrc",NA
"11221","shelter","positive","nrc",NA
"11222","shelter","trust","nrc",NA
"11223","shelved","negative","nrc",NA
"11224","shepherd","positive","nrc",NA
"11225","shepherd","trust","nrc",NA
"11226","sheriff","trust","nrc",NA
"11227","shine","positive","nrc",NA
"11228","shining","anticipation","nrc",NA
"11229","shining","joy","nrc",NA
"11230","shining","positive","nrc",NA
"11231","ship","anticipation","nrc",NA
"11232","shipwreck","fear","nrc",NA
"11233","shipwreck","negative","nrc",NA
"11234","shipwreck","sadness","nrc",NA
"11235","shit","anger","nrc",NA
"11236","shit","disgust","nrc",NA
"11237","shit","negative","nrc",NA
"11238","shiver","anger","nrc",NA
"11239","shiver","anticipation","nrc",NA
"11240","shiver","fear","nrc",NA
"11241","shiver","negative","nrc",NA
"11242","shiver","sadness","nrc",NA
"11243","shock","anger","nrc",NA
"11244","shock","fear","nrc",NA
"11245","shock","negative","nrc",NA
"11246","shock","surprise","nrc",NA
"11247","shockingly","surprise","nrc",NA
"11248","shoddy","anger","nrc",NA
"11249","shoddy","disgust","nrc",NA
"11250","shoddy","negative","nrc",NA
"11251","shoot","anger","nrc",NA
"11252","shoot","fear","nrc",NA
"11253","shoot","negative","nrc",NA
"11254","shooter","fear","nrc",NA
"11255","shooting","anger","nrc",NA
"11256","shooting","fear","nrc",NA
"11257","shooting","negative","nrc",NA
"11258","shopkeeper","trust","nrc",NA
"11259","shoplifting","anger","nrc",NA
"11260","shoplifting","disgust","nrc",NA
"11261","shoplifting","negative","nrc",NA
"11262","shopping","anticipation","nrc",NA
"11263","shopping","joy","nrc",NA
"11264","shopping","positive","nrc",NA
"11265","shopping","surprise","nrc",NA
"11266","shopping","trust","nrc",NA
"11267","shortage","anger","nrc",NA
"11268","shortage","fear","nrc",NA
"11269","shortage","negative","nrc",NA
"11270","shortage","sadness","nrc",NA
"11271","shortcoming","negative","nrc",NA
"11272","shortly","anticipation","nrc",NA
"11273","shot","anger","nrc",NA
"11274","shot","fear","nrc",NA
"11275","shot","negative","nrc",NA
"11276","shot","sadness","nrc",NA
"11277","shot","surprise","nrc",NA
"11278","shoulder","positive","nrc",NA
"11279","shoulder","trust","nrc",NA
"11280","shout","anger","nrc",NA
"11281","shout","surprise","nrc",NA
"11282","shove","anger","nrc",NA
"11283","shove","negative","nrc",NA
"11284","show","trust","nrc",NA
"11285","showy","negative","nrc",NA
"11286","shrapnel","fear","nrc",NA
"11287","shrewd","positive","nrc",NA
"11288","shriek","anger","nrc",NA
"11289","shriek","fear","nrc",NA
"11290","shriek","negative","nrc",NA
"11291","shriek","sadness","nrc",NA
"11292","shriek","surprise","nrc",NA
"11293","shrill","anger","nrc",NA
"11294","shrill","fear","nrc",NA
"11295","shrill","negative","nrc",NA
"11296","shrill","surprise","nrc",NA
"11297","shrink","fear","nrc",NA
"11298","shrink","negative","nrc",NA
"11299","shrink","sadness","nrc",NA
"11300","shroud","sadness","nrc",NA
"11301","shrunk","negative","nrc",NA
"11302","shudder","fear","nrc",NA
"11303","shudder","negative","nrc",NA
"11304","shun","anger","nrc",NA
"11305","shun","disgust","nrc",NA
"11306","shun","negative","nrc",NA
"11307","shun","sadness","nrc",NA
"11308","sib","trust","nrc",NA
"11309","sick","disgust","nrc",NA
"11310","sick","negative","nrc",NA
"11311","sick","sadness","nrc",NA
"11312","sickening","anger","nrc",NA
"11313","sickening","disgust","nrc",NA
"11314","sickening","fear","nrc",NA
"11315","sickening","negative","nrc",NA
"11316","sickening","sadness","nrc",NA
"11317","sickly","disgust","nrc",NA
"11318","sickly","negative","nrc",NA
"11319","sickly","sadness","nrc",NA
"11320","sickness","disgust","nrc",NA
"11321","sickness","fear","nrc",NA
"11322","sickness","negative","nrc",NA
"11323","sickness","sadness","nrc",NA
"11324","signature","trust","nrc",NA
"11325","signify","anticipation","nrc",NA
"11326","silk","positive","nrc",NA
"11327","silly","joy","nrc",NA
"11328","silly","negative","nrc",NA
"11329","simmer","anger","nrc",NA
"11330","simmer","anticipation","nrc",NA
"11331","simmering","anticipation","nrc",NA
"11332","simplify","anticipation","nrc",NA
"11333","simplify","joy","nrc",NA
"11334","simplify","positive","nrc",NA
"11335","simplify","surprise","nrc",NA
"11336","simplify","trust","nrc",NA
"11337","sin","anger","nrc",NA
"11338","sin","disgust","nrc",NA
"11339","sin","fear","nrc",NA
"11340","sin","negative","nrc",NA
"11341","sin","sadness","nrc",NA
"11342","sincere","positive","nrc",NA
"11343","sincere","trust","nrc",NA
"11344","sincerity","positive","nrc",NA
"11345","sinful","anger","nrc",NA
"11346","sinful","disgust","nrc",NA
"11347","sinful","fear","nrc",NA
"11348","sinful","negative","nrc",NA
"11349","sinful","sadness","nrc",NA
"11350","sing","anticipation","nrc",NA
"11351","sing","joy","nrc",NA
"11352","sing","positive","nrc",NA
"11353","sing","sadness","nrc",NA
"11354","sing","trust","nrc",NA
"11355","singly","positive","nrc",NA
"11356","singularly","surprise","nrc",NA
"11357","sinister","anger","nrc",NA
"11358","sinister","disgust","nrc",NA
"11359","sinister","fear","nrc",NA
"11360","sinister","negative","nrc",NA
"11361","sinner","anger","nrc",NA
"11362","sinner","disgust","nrc",NA
"11363","sinner","fear","nrc",NA
"11364","sinner","negative","nrc",NA
"11365","sinner","sadness","nrc",NA
"11366","sinning","disgust","nrc",NA
"11367","sinning","negative","nrc",NA
"11368","sir","positive","nrc",NA
"11369","sir","trust","nrc",NA
"11370","siren","fear","nrc",NA
"11371","siren","negative","nrc",NA
"11372","sissy","negative","nrc",NA
"11373","sisterhood","anger","nrc",NA
"11374","sisterhood","positive","nrc",NA
"11375","sisterhood","sadness","nrc",NA
"11376","sisterhood","surprise","nrc",NA
"11377","sisterhood","trust","nrc",NA
"11378","sizzle","anger","nrc",NA
"11379","skeptical","negative","nrc",NA
"11380","sketchy","negative","nrc",NA
"11381","skewed","anger","nrc",NA
"11382","skewed","anticipation","nrc",NA
"11383","skewed","negative","nrc",NA
"11384","skid","anger","nrc",NA
"11385","skid","fear","nrc",NA
"11386","skid","negative","nrc",NA
"11387","skid","sadness","nrc",NA
"11388","skilled","positive","nrc",NA
"11389","skillful","positive","nrc",NA
"11390","skillful","trust","nrc",NA
"11391","skip","negative","nrc",NA
"11392","skirmish","anger","nrc",NA
"11393","skirmish","negative","nrc",NA
"11394","sky","positive","nrc",NA
"11395","slack","negative","nrc",NA
"11396","slag","negative","nrc",NA
"11397","slam","anger","nrc",NA
"11398","slam","fear","nrc",NA
"11399","slam","negative","nrc",NA
"11400","slam","surprise","nrc",NA
"11401","slander","anger","nrc",NA
"11402","slander","disgust","nrc",NA
"11403","slander","negative","nrc",NA
"11404","slanderous","negative","nrc",NA
"11405","slap","anger","nrc",NA
"11406","slap","negative","nrc",NA
"11407","slap","surprise","nrc",NA
"11408","slash","anger","nrc",NA
"11409","slate","positive","nrc",NA
"11410","slaughter","anger","nrc",NA
"11411","slaughter","disgust","nrc",NA
"11412","slaughter","fear","nrc",NA
"11413","slaughter","negative","nrc",NA
"11414","slaughter","sadness","nrc",NA
"11415","slaughter","surprise","nrc",NA
"11416","slaughterhouse","anger","nrc",NA
"11417","slaughterhouse","disgust","nrc",NA
"11418","slaughterhouse","fear","nrc",NA
"11419","slaughterhouse","negative","nrc",NA
"11420","slaughterhouse","sadness","nrc",NA
"11421","slaughtering","anger","nrc",NA
"11422","slaughtering","disgust","nrc",NA
"11423","slaughtering","fear","nrc",NA
"11424","slaughtering","negative","nrc",NA
"11425","slaughtering","sadness","nrc",NA
"11426","slaughtering","surprise","nrc",NA
"11427","slave","anger","nrc",NA
"11428","slave","fear","nrc",NA
"11429","slave","negative","nrc",NA
"11430","slave","sadness","nrc",NA
"11431","slavery","anger","nrc",NA
"11432","slavery","disgust","nrc",NA
"11433","slavery","fear","nrc",NA
"11434","slavery","negative","nrc",NA
"11435","slavery","sadness","nrc",NA
"11436","slay","anger","nrc",NA
"11437","slay","negative","nrc",NA
"11438","slayer","anger","nrc",NA
"11439","slayer","disgust","nrc",NA
"11440","slayer","fear","nrc",NA
"11441","slayer","negative","nrc",NA
"11442","slayer","sadness","nrc",NA
"11443","slayer","surprise","nrc",NA
"11444","sleek","positive","nrc",NA
"11445","sleet","negative","nrc",NA
"11446","slender","positive","nrc",NA
"11447","slim","positive","nrc",NA
"11448","slime","disgust","nrc",NA
"11449","slimy","disgust","nrc",NA
"11450","slimy","negative","nrc",NA
"11451","slink","negative","nrc",NA
"11452","slip","negative","nrc",NA
"11453","slip","surprise","nrc",NA
"11454","slop","disgust","nrc",NA
"11455","slop","negative","nrc",NA
"11456","sloppy","disgust","nrc",NA
"11457","sloppy","negative","nrc",NA
"11458","sloth","disgust","nrc",NA
"11459","sloth","negative","nrc",NA
"11460","slouch","negative","nrc",NA
"11461","slough","negative","nrc",NA
"11462","slowness","negative","nrc",NA
"11463","sludge","disgust","nrc",NA
"11464","sludge","negative","nrc",NA
"11465","slug","disgust","nrc",NA
"11466","slug","negative","nrc",NA
"11467","sluggish","negative","nrc",NA
"11468","sluggish","sadness","nrc",NA
"11469","slum","disgust","nrc",NA
"11470","slum","negative","nrc",NA
"11471","slump","negative","nrc",NA
"11472","slump","sadness","nrc",NA
"11473","slur","anger","nrc",NA
"11474","slur","disgust","nrc",NA
"11475","slur","negative","nrc",NA
"11476","slur","sadness","nrc",NA
