slnum,sent,label
514," ""Since the fall of 2008, our new construction plans have been concentrating on developing wind plants, where we believe there's a high likelihood that we would sell the plants' power under long-term power purchase agreements.",0
515," ""Smart water's where we're introducing emerging technology with our long-term experience and institutional knowledge to provide our clients with the tools they need to efficiently control their water systems on a real-time basis, and this is a very fast-growing area for us.",1
516," ""So again, it's a balance between rapidly developing this and also making sure we do it the right way.",0
517," ""So finally, I'm convinced that my team can develop Mexx to the Metropolitan casual lifestyle brand in the affordable sector.",1
518," ""So if you could turn to Slide 3, I'd like to share with you, over the 1.5 months since I joined, the board and I have developed a strategy to transform the company and swiftly tackle these challenges.",0
519," ""So in 2012, we're focusing on continuing top line growth while adding to our customer-facing delivery sources, specifically sales, marketing, professional services as well as continuing to invest and innovate from a product and technology perspective.",1
520," ""So it's a very strong base and we plan to expend a lot of time in the continuing to develop that one, and I think the opportunities there are going to be a little bit more immediate.",0
521," ""So last thing I'd like to do is touch on how we did versus some of the targets that my targets that I mentioned at the analyst day.",0
522," ""So now I'd like to turn the call over to Rick McKenney for further analysis of this quarter's results.",0
523," ""So our themes start at the bottom of the page with develop and focus on Granite's employees.",0
524," ""So overall, we're quite pleased with the quarter given the continued innovation at Choice, the recognition we've received and our performance, which exceeds our expectations on all four criteria that we measure.""",1
525," ""So to recap our priorities for 2011, we're focusing this year on maximizing AMPYRA through building on the base we established in 2010, continuing our work on the IP front to extend the exclusivity period and also looking at development of new formulations and potential indications.""",1
526," ""So we tends to talk to one another and these calls once every 90 days have let the digital world accelerate that because I am sure that the boys from MGM and Sans are listening and Harris because of the Las Vegas scene and because of China and that's a good thing.""",0
527," ""So what's happened here is the chip has been put into a mold, aside from other chips, and then the whole thing has been molded into a giant plastic wafer that looks exactly like a 12-inch normal technology wafer, and then the wafers been sawed up into chips that are partly plastic and partly silicon, now big enough to put the balls on.",1
528," ""So you can expect that we'll continue to selectively release these innovative offerings into the future.",1
529," ""So you're not stranded as a representative, stranded as the consumer between the company and our community, and our post restructured P&L will enable us to invest in innovation at appropriate levels.",1
530," ""So, for example, we're winning new business with a customer in the outdoor high-performance industry to replace metal with a long fiber technology that offers design flexibility, enhanced strength and impact resistance.",1
531," ""Some programs that were put on hold during the worst of the economic downturn have been re-activated and we continue to benefit from improved execution in Engineering Services' business development function that is now aligned with our sector- based, go-to-market strategy.""",1
532," ""Some research that we've reviewed shows that as much as half of weight loss from many diets comes from lean muscle mass.",0
533," ""Starbucks' stellar performance in Q2 was multi-segment, multichannel and multi-geographical, driven by our people in distinct markets all over the world yet woven together by a common thread; industry- leading, partner-centric and customer-facing innovation and the ongoing strength and global relevancy of the Starbucks brand and retail experience.",1
534," ""Steve's currently the President and CEO of University Science Center in Philadelphia, the oldest and largest urban research hub in the U.S.",0
535," ""Syntel's board is confident that Rakesh is the right person to help lead the company and build on our strong foundation of innovation and customer service.",1
536," ""T. J. Rodgers Few comments; first on Financial, I think, it's the appropriate yearend to make some general comments and some products and technology comments and on to questions.",1
537," ""Teradyne's strengths revolve around developing complex test systems requiring tight integration of hardware and software, so naturally, our M&A efforts tend to focus on companies and end markets that demand similar skills.""",1
538," ""That said, we've developed several strategies, some of which are already in place, to help drive brand traffic and sales, and I'll elaborate on these a little later in my remarks.",1
539," ""That's $100 million in exploration, $45 million in development.""",0
540," ""That's a strong proxy for loyalty in the digital world and an important reason why we think it's well positioned to make a move into the emerging content marketplaces of digital video, over-the- top television and podcasting.",0
541," ""That's great evidence of the continued progress in our shift strategy to diversify our customer base and develop new avenues for long-term growth as we focus on building a lifestyle brand.""",1
542," ""That's omni-channel development, store growth at Boston Proper and international expansion.",1
543," ""That's primarily for retail store development at Wilsons and Vilebrequin and fixturing costs at department stores.",1
544," ""The 3 key areas that we're focused on to generate this incremental revenue are as follows: First, is fixed income analytics.",1
545," ""The actions we've taken over the past 2 years to restore consumer value, expand our vertical product portfolios and horizontal regimens and lead innovation have enabled us to restore value-creating share growth in many parts of the business.",1
546," ""The actions we've taken over the past 2 years to restore consumer value, expand our vertical product portfolios and horizontal regimens, and lead innovation have enabled us to restore value-creating share growth in more parts of the business.",1
547," ""The addition of Parsam's technology, specifically the uBanking suite of products, gives Harland Financial Solutions expanded capabilities and direct-to-consumer services, enabling it to offer financial institution customers an M2M banking solution.",1
548," ""The brand's franchised technical running models, the Guide 7 in stability, the Ride 7 in neutral and the Kinvara 5 in natural motion, have all earned leading positions in their respective categories.",1
549," ""The capability to rapidly address customers' challenges with innovative and cost-effective solutions, combined with increasing level of supports we are receiving from customers globally, is fundamental to executing our vision.",1
550," ""The CODiE Award, which is a peer-recognized program for content education and software, is truly a market validation of the company's product innovation, vision and impact.",1
551," ""The combination of business responsiveness at the moment of truth for the customer, with analytics for improved outcomes and our vertical frameworks for rapid development to and deployment, really shows how we're pulling together these different markets into the new approach that I mentioned above.",1
552," ""The company is a developer of fiber optic video technology for television broadcast production and expands Belden's core offerings and complements our leadership position in the broadcast space.",1
553," ""The company's primary focus is to continue to offer millions of customers buying their eContent from Barnes & Noble, an amazing digital bookstore experience, while also significantly reducing NOOK losses.",1
554," ""The continued pace of Cisco's innovation and execution has never been broader and in our view more successful, ranging from product announcements, technology architecture expansion, acquisitions, and rapidly evolving business architectural leadership in our customers’ minds.",1
555," ""The contract revenue for the quarter was $1.8 million as compared to $2.6 million for the same period in 2015 due to a decrease in the second quarter of 2016 in reimbursable expenses associated with the company's ongoing development contract with BARDA.",0
556," ""The data from this independent study further confirms that it is beneficial to use Penumbra's aspiration technology frontline.",1
557," ""The digital engagement platform initiative is underway and the team is on track to deliver a minimum viable product, or MVP, using development vernacular, by the second half of fiscal '20.",1
558," ""The easiest way to think about Green Dot from a cost perspective is we're a mash-up of 3 core capabilities: technology, banking and consumer marketing.",1
559," ""The efficiency gains on drilling and completion of individual wells is in part facilitated by tank-style development, which we're absolutely convinced is the right approach to advance development of our over 44,400 net acre core Midland Basin assets, by allowing us to do the following: We can simultaneously develop multiple stacked horizons; we can maximize drilling and completion efficiency by minimizing downtime associated with rig and frac crew moves; we can maximize capital efficiency through shared infield facilities to source, recycle and dispose of water and together produced oil and gas; we can maximize production and ultimate economic recovery of hydrocarbons; and we also minimized the risk of interference with and shut-in of offset-producing wells.",1
560," ""The examples I've outlined here today clearly demonstrate this franchise's focus on the innovative use of technology.""",1
561," ""The fundamental changes we've been making to position Gannett to thrive in the digital age are meaningfully impacting our top and bottom lines.""",0
562," ""The good news is that our early look at the oral solid patent expirations that will provide a boost to the drug company in fiscal '12, should substantially offset the gross profit decline in Specialty Generics and provide us a pathway for solid growth in fiscal '12.",0
563," ""The IMMI system can passively track an individual's exposure to television, radio, cinema ads and trailers, digital, Out-of-Home, as well as mobile and online media.",1
564," ""The inaugural ranking was developed by Slate magazine's The Big Money, it's online business news site.",0
565," ""The inEos Blue was built on Sirona's innovative blue cam technology, which utilizes short wavelength visible blue light to facilitate flexible recording options, resulting in substantially faster scanning at precise 3D digital models.",1
566," ""The integration of Genuine, a leading digital shop acquired at mid-year, into Jack Morton, is going well, and we should see the benefits of that agency's capabilities going forward.",1
567," ""The investments we've made have transformed the company, and digital is now at our core.",0
568," ""The lines between digital and broadcast radio continue to blur, and advertisers and agencies increasingly view iHeartMedia's radio and outdoor offerings as digital media, reaching 0.25 billion customers.",1
569," ""The lion's share of digital auto advertising today is focused on driving traffic directly to dealer and manufacturer website.",0
570," ""The one good thing about the termination fee is that it's tax deductible and that fact, together with the retroactive extension of the U.S. research and development credit last quarter, substantially reduced our effective tax rate for 2008 to about 24%.""",0
571," ""The PBA will also benefit through GES's easy-to-use technologies, including GES Connect, a fully-integrated online planning tool for event organizers; and Expresso, which combines the art of a customized show experience, with the science of exhibitor surveys and usage data.",1
572," ""The Property segment experienced approximately $1.5 million of unfavorable prior year's development but was also impacted by storm activity.",0
573," ""The public health needs we will face in the years ahead require us to find new ways to incent investment in the discovery and development of acute care therapies, and to ensure that there's clear guidance for registration-quality clinical trials of new antibiotics with activity against resistant bacteria.",1
574," ""The rates between the USPS and postal authorities of large developed countries that make up the lion's share of the volume are generally already viewed as fair and reasonable so there is not likely to be any changes to the vast majority of volume between the USPS and other countries.",0
575," ""The rationale for pursuing our strategy is simple: none of our larger competitors offers the best fit for each customer's unique need across the multi-tenant and single-tenant options that we include in our hybrid portfolio; none of our larger competitors can come close to matching the levels of expertise and service that we provide; no one in the industry can touch Rackspace when it comes to Fanatical Support; and as the cloud market moves from the early adopter to the mainstream phase, more and more companies of every size and technical sophistication level are realizing that there's a lot more to make in the cloud- produced value than getting a seemingly low price per unit hour of compute.",1
576," ""The reason why we're able to win so many new customers and expand so significantly within our customer base is that our technology is fundamentally different than all of our competitors and this differentiation continues to grow.",1
577," ""The results in this large area have been more variable, probably in part due to different operators utilizing different drilling and completion techniques, but also because it's a large area geographically and there's likely quite a bit of variability in the reservoir quality.",0
578," ""The second greatly expands vCE's reach by becoming seamlessly integrated into DoubleClick's massive digital advertising footprint.",0
579," ""The second point I'd emphasize is how innovative new-products, such as CLUB Certificate, have allowed us to reach an entirely new investor base in the large fixed-income money market segment.",1
580," ""The settlement and license agreement recognizes the value of our pioneering technology and ensures we are properly compensated while protecting consumers and Cree's shareholders.",1
581," ""The significant growth was primarily due to Gorilla Glass, which continues to be the industry's cover glass technology of choice.",1
582," ""The State of Kansas recently awarded a contract for the development of a new 2,400-bed facility to replace the state's oldest prison facility.",0
583," ""The team's double-digit e- commerce revenue growth in the quarter is a testament to how our innovative commercial strategy is delivering even greater value to customers.""",1
584," ""The transformation of CoreLogic's IT infrastructure is an integral part of our long term strategic technology plan that is expected to significantly lower our cost profile.",1
585," ""The TV data house at Gracenote video, which was called -- which was formally known as TMS, powers almost every MVPD listing guide in the U.S., and Gracenote's music's data powers many music services including iTunes, and its music recognition technology is in more than 55 million cars.",1
586," ""The world remains a volatile place, and we may also choose to incrementally invest in additional long-term value-building initiatives, such as advertising, innovation and in emerging markets' growth capacity.""",1
587," ""There are 3 significant trends within our core markets, which will benefit Jive's growth: one, the emerging digital workplace requires a new way for people to get work done together; two, real-time messaging is the world's fastest-growing communication method and an increasingly strategic part of today's work habits; three, the customer experience is increasingly digitized for brands of all sizes, which requires new kinds of customer interactions and engagement methods.",1
588," ""There was a report coming out in semiconductor insights in the end lines, watch different cell phones for how fast it were in downloading because a 20-minute download can put a dent in your day and a 1-minute download doesn't and our solution was found to be the best; in this case it was in the form of a rim phone which is one of our major customers and that phone was 2.7 times faster than the second fastest device today, they analyzed.""",1
589," ""There's a tremendous demand for our higher technology drilling equipment that has a proven track record in drilling and safety performance.",1
590," ""There's been no changes to the components that are in there, there's been no historical adjustments at all when we've also added a simple subtotal of our three recordable divisions, MID, CCD and DCD so that you can kind of see what the core Semiconductor business is doing, you can see the impact of the emerging technology group have on our consolidated result, and then you can properly reflect and value each one of them.",1
591," ""These are examples of how our ongoing development improves our clients' user experience.",1
592," ""These are virtual replicas of what's happening on the factory floor in near real-time and continuously analyze incoming data streams.",0
593," ""These e-tailers understand that in today's highly fragmented digital world, print stands out.""",0
594," ""These forward-looking statements involve many risks and uncertainties that could cause actual results to differ materially from those expressed or implied by such statements, including, without limitation, possible changes in market acceptance of the company's services, technological innovation in the alarm monitoring industry, competitive issues, continued access to capital on terms acceptable to Ascent and/or Monitronics, our ability to capitalize on acquisition opportunity, general market and economic conditions and changes in law and government regulations.",0
595," ""These include food innovation, menu integration and revamp customer service to improve dining experience; second, we are leveraging KFC's digital expertise to enhance our capability in consumer engagement to drive digital campaign and boost sales; third, we believe, there are opportunities to target different segments with diversified business model.",1
596," ""These include, among others, NIC's ability to successfully integrate into its operations recently awarded eGovernment contracts, NIC's ability to successfully increase the adoption and use of eGovernment services, the success of the company in signing contracts with new states and Federal government agencies, including continued favorable government legislation, NIC's ability to develop new-services, existing states and agencies adopting those new-services, acceptance of eGovernment services by businesses and citizens, competition, pending litigation involving the company and general economic conditions and the other important cautionary statements and risk factors described in NIC's 2010 annual report on Form 10-K filed with the Securities and Exchange Commission on March 16, 2011.",1
597," ""These results include the growth and development of high-velocity algorithmic trading models which interact with Street flow and have increasingly contributed to our electronic and products' results.",1
598," ""These results reflect increases in research and development expenses in 2009 compared to 2008 due to the continued advancement of the company's development program for ridaforolimus and AP24534.",1
599," ""These solutions are technically optimized to solve today's discrete customer problems.",1
600," ""These technologies include web services, Unified Communications, TelePresence, blogs, Wiki's, pier-to-pier networks, podcast, Myshelf, etcetera.",1
601," ""These trends favor enabling technologies such as AE's Precision Power Solutions.",1
602," ""They are honoring their pricing commitments to us and allowing us to push out into the future some of the remaining commitments we have to spend with them and I just wanted to acknowledge that they have been great partners and when times get better in the back-half, hopefully of '09, we will be able to sit down and revisit our plans for '10 on the digital front.",0
603," ""They have a 510(k)-compliant facility, and they have a whole team of people ready to start looking at new-opportunities to use some of Gentherm's exciting thermal management technologies and apply them to the medical marketplace.",1
604," ""They're shifting investment towards areas offering transformational benefits including digital, automation, cloud and agile development.",1
605," ""Third category is technology licensing, and it's not really anything new for Eastman.",1
606," ""Third, we're excited about technology and have the right strategy to continue to grow profitably.",1
607," ""This acquisition of Broadcom's baseband technology platform not only accelerates the time to revenue in our target wireless infrastructure market, but also enhances significantly the market share prospects of our organic microwave backhaul remote radio head transceiver offering.",1
608," ""This adoption has been driven by the convergence of the Titan Krios' new-camera-technology and software advances that have resulted in important scientific results being published in prestigious journals.",1
609," ""This analysis of our Q2 results and our guidance for Q3 '18 is based on non-GAAP and excludes all noncash stock-based compensation impacts, an impairment of a private company equity investment and legal costs associated with the ongoing lawsuits.",0
610," ""This approach allows us to have access to the latest technologies to adapt our services and seamlessly integrate digital within our clients' marketing strategy.",1
611," ""This award acknowledges Super Micro's overall innovation in system for software-defined storage.",1
612," ""This baked-in intelligence improves user experience and enables predictive security across customers' complex, distributed environment.",1
613," ""This clinical study's evaluating the technology for the treatment of iliac artery disease.""",1
614," ""This EpCAM-targeting PDC integrates CytomX's Probody technology, which enables the selection of targets previously thought to be incompatible with ADC development due to high normal tissue expression.",1
615," ""This expense comparison versus Q3 '16 reflects savings offset by continued technology investment.",1
616," ""This fits well with OEMs' desire to push more image-centric technologies into their consumer devices to meet the market's ever-increasing expectation for security and ease of use.",1
617," ""This includes our current estimates for Alltel's capital expenditures plans of $70 million to $80 million, which consists of onetime costs related to network migration or separating the network from Verizon and developing our billing, point-of-sale and other OSS and BSS systems and IT expenditures, which comprises approximately $50 million or $60 million of this total.""",1
618," ""This innovation launched in the U.S. last month leverages LifeScan's competitive advantage of a one-strip platform used by multiple meters.",1
619," ""This is a testament to Starbucks' commitment to leverage digital technology to rapidly address customer trends in the world's fastest-growing major economy.",1
620," ""This is a world-scale gas project, which we and BP plan to develop on an accelerated timeline, and it's highly cost-competitive.",1
621," ""This is artificially low because we've expensed all RECOTHROM commercial inventory costs in 2007.",0
622," ""This is precisely what Virtusa serves for its clients by employing our end-to- end digital strategy, consulting and engineering services to bridge our client's journey across the digital divide.",0
623," ""This leads to a discussion of the tools that we've developed to position ICE at the intersection of secular trends and within this dynamic policy environment.",0
624," ""This led us to make a decision with confidence that now is the right time to develop a global ERP system that will incorporate Avnet's emerging digital business model.",1
625," ""This marks our first scale Ultra HD and HEVC win, further illustrating Harmonic's distinct technology leadership in video quality and compression, which I see becoming a real and increasingly important competitive advantage.",1
626," ""This mobile application revolution was enabled directly by Qualcomm's business model of inventing and broadly sharing, through licensing, our key technologies with hundreds of companies in the mobile ecosystem.",1
627," ""This patient enrichment doesn't have to be perfect, but we need one or more biomarkers that tell us we're likely oversampling for patients in whom the dependency is operant during clinical development.",1
628," ""This platform uses Semtech's patented adaptive on-time architecture to bring high-efficiency and numerous features to system customers striving to meet ENERGY STAR requirements.",1
629," ""This product combines low capacitance for high-speed interfaces, such as USB, while also providing the high energy surge protection needed by many of today's new smartphones that use increasingly sensitive advanced CMOS technologies.",1
630," ""This quarter we closed 2 more acquisitions, expanding our business analytics and optimization software capabilities: Varicent, an analytics software company that helps optimize sales performance management and Vivisimo, which enhances IBM's Big Data initiative by helping clients analyze volume, variety and velocity of Big Data for strategic advantage.",1
631," ""This quarter's results benefited from the continued commercialization of innovative applications across our businesses, especially in Asia, where we focus on emulsions capacity expansion to meet the growing demand for our product offerings in this region.",1
632," ""This strategic transaction consolidates and centralizes product-development, supply chain and assembly operations for the company's diesel and Motorhome business back to a single location, improving our overall efficiency in the future.",1
633," ""This technology addresses the evolving needs of our customers' buying preferences and provides a lower-cost sales channel.",1
634," ""This technology will allow the AWI team to earn specifications for its industry-leading product innovations as well as improve our customers' experience along the way.",1
635," ""This type of innovation in the marketplace differentiates Quanta in supporting our customers' deployment goals.",1
636," ""This unanimous decision by a 3 judge panel of the CAFC led to an amendment of the district court's injunction eliminating the barrier to launching following the expiration of the May 24 Orange Book patents.",0
637," ""This was related to the Burton Mine in Australia along with certain undeveloped properties in the U.S. We also record a valuation allowance of $52 million on deferred tax assets at the Middlemount Mine in Australia, and that's included in loss from equity affiliates on income statement.""",0
638," ""This will be a multiyear process, but we're already driving other significant transformations that will improve our procurement and engineering functions and also our core manufacturing network, as we highlighted at the analyst meeting.",0
639," ""Those advantages and strengths, and by that I mean our ability to acquire new companies, leverage technology, offer services and support consistent with our size as well as balance the company's operating capacity, have the potential to deliver real market share gains while other small players are simply struggling to hold on.""",1
640," ""Those are the principles guiding our organization in the ongoing development of our product and solutions, borne out of the insights and observations gathered at our customers' workplaces, which together with RCI helped drive the product and margin progress again.",1
641," ""Though this won't be deliverable until next year, we're making good progress with this development, and think it will be a major differentiator for us.",1
642," ""Through this process, I've been able to develop a good set of working assumptions concerning our primary opportunities and challenges for both the near and longer term.",1
643," ""Throughout the year, we've entered new markets and introduced new-important-products such as Axiom, our cytogenetic research offering and automated instrumentation.",1
644," ""To drive delivery of these synergies, we have established acquisition operation offices at both companies, we've detailed over 60 different initiatives that are managed across four teams; services sales, innovation, corporate governance and delivery and infrastructure.",1
645," ""To succeed in today's evolving market, we will need to find new ways to innovate, speed up decision-making and empower our teams so that we can provide even better value to our customers and patients everywhere.",1
646," ""To this end, we're planning on a comprehensive Phase III development program that will include studies aimed at confirming safety and efficacy in patients with hATTR amyloidosis, in other words, the APOLLO population, and also in patients who are asymptomatic hATTR mutation carriers and the patients with wild- type ATTR amyloidosis.",1
647," ""Today we're pleased to report on our continued progress at Infinity, including the development we are making with IPI-549, our first-in-class oral selective PI3-kinase-gamma inhibitor.",1
648," ""Today, I'd like to address the following: R&D; cash flow and cost structure; employee development and retention; and the work we're doing across all channels to help our customers develop solutions to drive traffic, sales and profit.",1
649," ""Today, I'd like to highlight a few of the innovative solutions we’ve provided for aviation water systems and electrical power management.",1
650," ""Today's call has highlighted these 3 plays and our ability to improve our results with leading-edge completion technology.""",1
651," ""Today's consumer demands are also pushing the retail sector to invest in technologies that make more data collection possible.",1
652," ""Together with Mayo Clinic, we are developing a test for the early detection of esophageal cancer through the monitoring of patients with premalignant changes in the lining of the esophagus called Barrett's esophagus.""",1
653," ""Total revenues for software, analytics and market data were $26.1 million, up $3.6 million, or 16% from the prior year's third quarter.""",1
654," ""Turning to our new-products, I'd like to highlight some innovations in a few areas.",1
655," ""Ultimate recently developed the Cuff Pilot, which is the world's first integrated cuff pressure indicator for airway management devices.",1
656," ""Under innovation, we're ramping up our ESG data factory by centralizing data sets from across the company as well as adding new data sets.",1
657," ""Using PacBio's Iso-Seq method, the scientists also analyzed the transcriptome of the individual and detected more than 58,000 isoforms.",1
658," ""We achieved a key milestone in integration of PPR analytics and forecasting division, replacing the very limited data previously used for analytics and forecasting with CoStar's more comprehensive and much more granular data.",1
659," ""We achieved the development tool of record status with a leading memory manufacturer, and we're now seeing interest from multiple other IDMs.",1
660," ""We also continue to see strong growth in our Web Application Firewall business, a significant group within the Department of Defense chose Imperva's Web Application Firewall technology to protect resources related to the reserve forces.",1
661," ""We also continued to invest in our friction electric vehicle innovation and testing capabilities in China as well as increased R&D on ITT's SMART Pad and e-pad products.",1
662," ""We also expect to conduct an interim analysis of our ongoing lumateperone Phase III clinical trial in patients with agitation associated with dementia including Alzheimer's disease.",1
663," ""We also look forward to raising the profile for our EP lab of the future, which integrates our MediGuide, EnSite and WorkMate technologies with St. Jude Medical's entire portfolio of products intended for the EP cath lab.",1
664," ""We also remain focused on growing and improving profitability of our freshly produced offerings and will continue to develop the products and services that our existing and future customers need to meet the growing healthy and fresh demand of today's consumer.",1
665," ""We also saw encouraging activity with our archiving solution this quarter, driven in part by strong customer interest in new-features we've recently introduced, such as supervision and e-discovery analytics, particularly in regulated verticals where these features are most critical, such as financial services and health care.",1
666," ""We announced a number of new partnerships at the show, among them were collaborations with Bosch, the world's largest automotive supplier; and ZF, Europe's leading supplier for the truck industry, both centered on developing AI car computers with DRIVE PX 2 technology.",1
667," ""We are also working to strengthen our marketing and innovation to better serve the needs of our customers, and to tap into markets that we don't current service.""",1
668," ""We are doing this across all of the personas that we're targeting, from the Chief Risk Officer to the Chief Marketing Officer to the CFO and the credit analysts.",0
669," ""We are enthusiastic about GeneDx' achievement, sequencing the exomes of 100,000 individuals and are proud of the contribution this data may have on the development of new approaches to treat rare diseases.",1
670," ""We are excited by the early success we've seen with each of these partnerships, and we will look to further leverage these relationships as we continue to innovate and replace legacy technologies in 2014.",1
671," ""We are focused on pulling together the breadth of our portfolio and innovation to solve our customers' top business opportunities, just as we have done very effectively in enterprise over the last 12 to 15 months, and we clearly saw the results in enterprise from doing that.",1
672," ""We are focused on winning more orders, and we'll continue our velocity of product-development to match the industry's growth and solution demands.",1
673," ""We are honored to be named as one of ARRI's key product and development partners in the project.""",0
674," ""We are increasingly transforming CGS' solution portfolio to include more results-based, search-to-sales capabilities, including outcome-based digital sales and marketing.",1
675," ""We are working on the infrastructure and partners to leverage the NCI's experience so that Ziopharm can continue advancing the TCR-T technologies.",1
676," ""We believe that the new satellite, coupled with this new-technology that we'll be introducing, will dramatically improve service quality and create the opportunity to grow that business significantly.",1
677," ""We believe these desks will benefit greatly from Virtu's market structure and technological capabilities.",1
678," ""We celebrated the return of Need for Speed, captivated players with the authenticity of our upcoming sports games and detailed the gameplay innovation in Mirror's Edge Catalyst.",1
679," ""We continue to believe that there's room for significant innovation in the area of HIV and during the year announced a new collaboration with Tibotec to develop the first single-tablet regimen containing a protease inhibitor.",1
680," ""We continue to make excellent progress on our evolving technology initiatives, which include everything we're doing in the digital space, mobile specifically, Visa Checkout and the work we're doing on our global merchant services and solutions groups.",1
681," ""We continue to see an opportunity to develop our capabilities in the e-commerce space and we'll keep you apprised of our progress.""",1
682," ""We continue to test and enhance the internal custom grading process we've developed over our 45-plus years of offering credit to sub-prime borrowers.",1
683," ""We continued our strong performance, growing sales 14% organically in both Q4 and for the full year '16 led by pelvic floor laser fibers' strong international growth and the ongoing launch of LithoVue, our single-use digital scope.",1
684," ""We currently have development agreements in place for over 125 Chuck E. Cheese's stores and over 30 Peter Piper Pizza stores, stores that will open over the next 5 to 10 years.""",1
685," ""We developed this infrastructure to help us iterate and test new ideas much more quickly, and we're seeing the benefit both in terms of the quality and quantity of product launches.",1
686," ""We don't currently originate agency loans to our lending partners despite the ready availability of the technology to allow us to do so, and we have significant opportunities to expand our data-oriented marketing strategies to source more jumbo loans through our expanding retail call center loan officers.",1
687," ""We expect these investments over the course of FY '18 to usher in the next phase of MACOM, in which we monetize what previously were strategic investments anticipating future technology disruptions.",1
688," ""We had a great quarter for ZBV Systems, AS&E's proprietary Z Backscatter technology continues to achieve market recognition as a premiere technology to detect explosives, drugs and other contraband.",1
689," ""We have 19 development programs in Phases I through IV and 13 programs that we're exploring in Phase 0.",1
690," ""We have and continued to innovate for the next generation of CRM products to enable our customers to improve patients' lives globally.",1
691," ""We have been very successful in this therapeutic area and have built an industry-leading neurological disease franchise with a blockbuster commercial drug, SPINRAZA, TEGSEDI, under regulatory review, 4 drugs in development including IONIS-TTRRx for Huntington's disease, 6 drugs in preclinical studies and more than 20 discovery-stage programs.",1
692," ""We have essential footholds on several fronts and we'll develop another this year.",0
693," ""We have just received data from GSK regarding the social anxiety trial which was recently completed and then shared the data with us regarding the compound that for a full '08 and the 008 compound was one that was in development for both irritable bowel syndrome as well as social anxiety disorder.""",1
694," ""We have many strengths upon which we're building, including the store banner.com business, which is up more than 40% year-to-date; the children's business, which continues to grow at a double- digit pace; strong vendor relationships, as seen in the variety of shop-in-shop partnerships we're rolling out or testing and in the very significant portion of exclusive product in our assortments; our geographic diversity, which allows us to spot, capitalize on and even develop trends around the world; our multiple banners, which in the U.S., have already allowed us to broaden our customer set through thoughtful differentiation and which is the same playbook we're drawing from in Germany with the Runners Point, Sidestep and Foot Locker banners; our creative marketing programs, which continue to reach millions of customers and bring fun and humor to our business and our strong capital structure, which allows us to invest in the business, return cash to our shareholders and retain our financial stability and flexibility.",1
695," ""We haven't spent a lot of time in previous earnings calls talking about our investments in R&D and technology, but the RadWatch system that we developed for the military has been one of those investments.",1
696," ""We helped build the category over the last 4 decades by bringing fundamental innovation that introduced new benefits and expanded yogurt's consumer base.",1
697," ""We identified the customer, embedded and secured the new customer's bill of materials through our digital platform.",1
698," ""We look at cochlear implant unit sales, they're actually flat first half of last year to first half of this year, but I think the insightful point about those sales was a difference in CI unit sales in the Western world versus in the developed market.",0
699," ""We may have developed our clinical strategy in the Northeast, but we successfully implemented this throughout the country, and many of you on the front have been witness to this plan, as we've outlined what we were doing and what we were going to do quarter-by-quarter every step along the way.",0
700," ""We now guide our technician to the customer's address with a service day that's planned from start to finish.",1
701," ""We remain confident in the comprehensive blood management solutions that we're bringing to hospitals, including the development of cell salvage in emerging markets, and we expect this product line to return to growth in the back half of the year.",1
702," ""We remain confident of the value proposition that HEICO products represent and we've maintained our steadfast emphasis on our customers by continuing the long-standing practice of developing new-products and services that will ultimately increase our market penetration while maintaining the high quality of our existing products and services.",1
703," ""We signed an agreement with Ripple that gives Ripple access to Ria's global, physical and digital footprints, while also allowing Ria's customers to connect and transact with the Ripple's network, which includes more than 200 financial institutions worldwide.",1
704," ""We still have a lot of newness within the sales investments that we've made, both in terms of people on the sales side of the house, but also in the business development functions and also just the newness to Zayo itself.",0
705," ""We then use that information to develop geospatial models for each of the Smart Grid AMI vendors that we're testing.",1
706," ""We think technology plays an important role but it's a hybrid, and it's going to be very important that you have great service with the right technology.",1
707," ""We view these agreements as mutually beneficial to us and PMI, and an important opportunity to advance Altria's development of innovative products for adult tobacco consumers.",1
708," ""We were extremely gratified to be able to strengthen our balance sheet and improve our company's health in 2015 in the face of declining sales and substantial investments in both technology and in sales.",1
709," ""We will build on 2016's productivity initiatives by, for example, rationalizing our locomotive fleet by increasing our reliance on AC units, by increasing utilization and efficiency of our freight cars through a more homogeneous and flexible fleet composition and utilizing technology to optimize distribution of empties, by continuing our line rationalization initiatives and by improving fuel efficiency.""",1
710," ""We will continue to support our brands with strong and effective advertising using marketing ROI tools to significantly raise our game in how and where we invest our marketing dollars, and we will continue to enhance our brand's digital and social media capabilities to drive online sales and forge even stronger connections with our consumers.",1
711," ""We will produce and distribute LendingClub's direct mail using our state-of-the-art four-color personalization, mail optimization and data analytics capabilities.",1
712," ""We'd be able to deliver our innovative global solutions with a local touch to better serve our more than 10,000 customers operating more than 130 countries around the world.""",1
713," ""We'd like to provide you with an update on where we are with both of these technologies.",1
714," ""We'll also enhance our video content and increase our social and digital presence to more effectively engage our target audience.",0
715," ""We'll also like to point out that in addition to the value each of these individual device development products possess independently, we have also generated a significantly amount of intellectual property which also has value.",1
